FloorPlanId,Address,City,State,Zip,Size(sqf),HallwayType,OwnerId,Rate,,,,,,,,,
33,307 N University Blvd,Mobile,AL,36688-0002,1387,terraced,16285,3.6,,,,,,,,,
6,307 N University Blvd,Mobile,AL,36688-0002,558,mixed,16286,3.6,,,,,,,,,
6,307 N University Blvd,Mobile,AL,36688-0002,910,terraced,16287,3.5,,,,,,,,,
30,205 S Main St,Tuskegee,AL,36083-0688,587,corridor,16288,3.7,,,,,,,,,
8,4000 Dauphin St,Mobile,AL,36608-1791,587,corridor,16289,3.6,,,,,,,,,
36,4000 Dauphin St,Mobile,AL,36608-1791,1334,terraced,16290,4.1,,,,,,,,,
23,4000 Dauphin St,Mobile,AL,36608-1791,1483,terraced,16291,3.7,,,,,,,,,
39,2545 Valleydale Road,Birmingham,AL,35244-2083,1273,terraced,16292,3.5,,,,,,,,,
20,3601 Stillman Boulevard,Tuscaloosa,AL,35403,1273,terraced,16293,3.7,,,,,,,,,
33,3601 Stillman Boulevard,Tuscaloosa,AL,35403,1483,terraced,16294,4.4,,,,,,,,,
18,3601 Stillman Boulevard,Tuscaloosa,AL,35403,1273,terraced,16295,4.1,,,,,,,,,
25,3601 Stillman Boulevard,Tuscaloosa,AL,35403,1334,terraced,16296,3.8,,,,,,,,,
16,3601 Stillman Boulevard,Tuscaloosa,AL,35403,2056,terraced,16297,3.9,,,,,,,,,
16,627 W Battle St,Talladega,AL,35160,914,mixed,16298,3.9,,,,,,,,,
12,1225 Air Base Blvd,Montgomery,AL,36108,1419,terraced,16299,4.4,,,,,,,,,
19,1225 Air Base Blvd,Montgomery,AL,36108,914,mixed,16300,4.1,,,,,,,,,
11,1225 Air Base Blvd,Montgomery,AL,36108,1366,terraced,16301,3.8,,,,,,,,,
39,1225 Air Base Blvd,Montgomery,AL,36108,914,mixed,16302,4.3,,,,,,,,,
16,1225 Air Base Blvd,Montgomery,AL,36108,1366,terraced,16303,4.1,,,,,,,,,
38,1225 Air Base Blvd,Montgomery,AL,36108,914,mixed,16304,4.9,,,,,,,,,
9,1225 Air Base Blvd,Montgomery,AL,36108,355,corridor,16305,4.6,,,,,,,,,
9,University Avenue,Troy,AL,36082-0001,1103,terraced,16306,3.8,,,,,,,,,
15,University Avenue,Troy,AL,36082-0001,914,mixed,16307,4.2,,,,,,,,,
35,University Avenue,Troy,AL,36082-0001,914,mixed,16308,4.3,,,,,,,,,
22,University Avenue,Troy,AL,36082-0001,1288,mixed,16309,4.2,,,,,,,,,
31,University Avenue,Troy,AL,36082-0001,1184,mixed,16310,3.8,,,,,,,,,
12,University Avenue,Troy,AL,36082-0001,644,mixed,16311,3.9,,,,,,,,,
34,University Avenue,Troy,AL,36082-0001,355,corridor,16312,2.2,,,,,,,,,
7,University Avenue,Troy,AL,36082-0001,868,terraced,16313,4,,,,,,,,,
36,University Avenue,Troy,AL,36082-0001,1387,terraced,16314,3.8,,,,,,,,,
10,University Avenue,Troy,AL,36082-0001,868,terraced,16315,3.8,,,,,,,,,
33,University Avenue,Troy,AL,36082-0001,1131,terraced,16316,4.1,,,,,,,,,
5,University Avenue,Troy,AL,36082-0001,903,terraced,16317,3.7,,,,,,,,,
4,University Avenue,Troy,AL,36082-0001,1387,terraced,16318,3.8,,,,,,,,,
24,University Avenue,Troy,AL,36082-0001,1387,terraced,16319,3.6,,,,,,,,,
23,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,1387,terraced,16320,4.5,,,,,,,,,
1,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,903,terraced,16321,3.6,,,,,,,,,
25,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,868,terraced,16322,3.5,,,,,,,,,
6,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,903,corridor,16323,3.9,,,,,,,,,
31,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,868,terraced,16324,4.9,,,,,,,,,
37,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,1387,terraced,16325,4.6,,,,,,,,,
35,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,1483,terraced,16326,4.5,,,,,,,,,
25,One Academy Dr,Daphne,AL,36526-7055,1483,terraced,16327,4.5,,,,,,,,,
39,101 State St,Sumiton,AL,35148,1483,terraced,16328,3.8,,,,,,,,,
37,101 State St,Sumiton,AL,35148,1690,terraced,16329,4.1,,,,,,,,,
1,101 State St,Sumiton,AL,35148,1483,terraced,16330,4,,,,,,,,,
5,101 State St,Sumiton,AL,35148,1483,terraced,16331,4.3,,,,,,,,,
1,101 State St,Sumiton,AL,35148,1743,terraced,16332,4.2,,,,,,,,,
36,101 State St,Sumiton,AL,35148,2056,terraced,16333,4.2,,,,,,,,,
39,101 State St,Sumiton,AL,35148,2056,terraced,16334,3.7,,,,,,,,,
26,3211 Providence Drive,Anchorage,AK,99508-8046,576,corridor,16335,3.7,,,,,,,,,
8,3211 Providence Drive,Anchorage,AK,99508-8046,576,corridor,16336,3.7,,,,,,,,,
32,3211 Providence Drive,Anchorage,AK,99508-8046,914,mixed,16337,3.8,,,,,,,,,
37,3211 Providence Drive,Anchorage,AK,99508-8046,914,mixed,16338,4.1,,,,,,,,,
17,3211 Providence Drive,Anchorage,AK,99508-8046,576,corridor,16339,4,,,,,,,,,
11,3211 Providence Drive,Anchorage,AK,99508-8046,743,mixed,16340,4.2,,,,,,,,,
22,3211 Providence Drive,Anchorage,AK,99508-8046,644,corridor,16341,4,,,,,,,,,
27,3211 Providence Drive,Anchorage,AK,99508-8046,644,mixed,16342,4.1,,,,,,,,,
5,3211 Providence Drive,Anchorage,AK,99508-8046,1184,mixed,16343,2.9,,,,,,,,,
13,3211 Providence Drive,Anchorage,AK,99508-8046,644,mixed,16344,2.4,,,,,,,,,
2,3211 Providence Drive,Anchorage,AK,99508-8046,576,corridor,16345,3.8,,,,,,,,,
7,3211 Providence Drive,Anchorage,AK,99508-8046,355,corridor,16346,3.4,,,,,,,,,
2,3211 Providence Drive,Anchorage,AK,99508-8046,1451,mixed,16347,3.6,,,,,,,,,
35,3211 Providence Drive,Anchorage,AK,99508-8046,1131,terraced,16348,2.4,,,,,,,,,
23,3211 Providence Drive,Anchorage,AK,99508-8046,914,terraced,16349,3.6,,,,,,,,,
5,Signers' Hall,Fairbanks,AK,99775-7480,1131,terraced,16350,4.4,,,,,,,,,
26,Signers' Hall,Fairbanks,AK,99775-7480,1519,terraced,16351,4.5,,,,,,,,,
14,Signers' Hall,Fairbanks,AK,99775-7480,1377,terraced,16352,4.7,,,,,,,,,
19,Signers' Hall,Fairbanks,AK,99775-7480,1313,terraced,16353,4.3,,,,,,,,,
10,Signers' Hall,Fairbanks,AK,99775-7480,1690,terraced,16354,4.6,,,,,,,,,
29,11120 Glacier Highway,Juneau,AK,99801-8697,1273,terraced,16355,4.6,,,,,,,,,
17,11120 Glacier Highway,Juneau,AK,99801-8697,1483,terraced,16356,4.3,,,,,,,,,
21,4101 University Dr,Anchorage,AK,99508,1483,terraced,16357,4.4,,,,,,,,,
34,4101 University Dr,Anchorage,AK,99508,1483,terraced,16358,4.6,,,,,,,,,
2,809 Second Avenue,Seward,AK,99664-0889,1483,terraced,16359,4.4,,,,,,,,,
11,809 Second Avenue,Seward,AK,99664-0889,1743,terraced,16360,4.4,,,,,,,,,
30,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,2056,terraced,16361,4.8,,,,,,,,,
31,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,914,terraced,16362,4.9,,,,,,,,,
5,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,644,mixed,16363,4.9,,,,,,,,,
25,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,644,mixed,16364,4.7,,,,,,,,,
22,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,644,mixed,16365,3.6,,,,,,,,,
15,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,644,mixed,16366,4.2,,,,,,,,,
11,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,2337,mixed,16367,4.4,,,,,,,,,
36,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,914,terraced,16368,4.4,,,,,,,,,
1,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,2337,mixed,16369,4.4,,,,,,,,,
19,303 Lowe Street,Valdez,AK,99686,576,corridor,16370,4.4,,,,,,,,,
18,801 Lincoln Street,Sitka,AK,99835-7699,355,corridor,16371,2.6,,,,,,,,,
29,1415 E Tudor Road,Anchorage,AK,99507-1033,644,mixed,16372,3.4,,,,,,,,,
31,"10400 N. 25th Avenue, Suite 190",Phoenix,AZ,85021,914,mixed,16373,4.2,,,,,,,,,
2,"10400 N. 25th Avenue, Suite 190",Phoenix,AZ,85021,1394,terraced,16374,4.9,,,,,,,,,
7,15249 N 59th Ave,Glendale,AZ,85306-6000,355,corridor,16375,4.6,,,,,,,,,
15,15249 N 59th Ave,Glendale,AZ,85306-6000,914,mixed,16376,4.5,,,,,,,,,
21,10020 N 15th Ave,Phoenix,AZ,85021,644,mixed,16377,3.7,,,,,,,,,
1,440 S 54th Ave,Phoenix,AZ,85043-4729,914,mixed,16378,3.9,,,,,,,,,
10,8503 N 27th Ave,Phoenix,AZ,85051-4063,903,terraced,16379,3.7,,,,,,,,,
34,8503 N 27th Ave,Phoenix,AZ,85051-4063,1387,terraced,16380,4.2,,,,,,,,,
25,8503 N 27th Ave,Phoenix,AZ,85051-4063,1387,terraced,16381,4.1,,,,,,,,,
35,8503 N 27th Ave,Phoenix,AZ,85051-4063,1643,terraced,16382,4.4,,,,,,,,,
11,8503 N 27th Ave,Phoenix,AZ,85051-4063,644,mixed,16383,4.3,,,,,,,,,
31,8503 N 27th Ave,Phoenix,AZ,85051-4063,644,mixed,16384,4,,,,,,,,,
36,8503 N 27th Ave,Phoenix,AZ,85051-4063,558,mixed,16385,4.1,,,,,,,,,
17,8503 N 27th Ave,Phoenix,AZ,85051-4063,814,terraced,16386,3.9,,,,,,,,,
7,8503 N 27th Ave,Phoenix,AZ,85051-4063,907,mixed,16387,3.5,,,,,,,,,
29,8503 N 27th Ave,Phoenix,AZ,85051-4063,910,corridor,16388,4.2,,,,,,,,,
7,8503 N 27th Ave,Phoenix,AZ,85051-4063,1437,terraced,16389,4.4,,,,,,,,,
39,8503 N 27th Ave,Phoenix,AZ,85051-4063,644,mixed,16390,4.3,,,,,,,,,
36,8503 N 27th Ave,Phoenix,AZ,85051-4063,914,mixed,16391,4.7,,,,,,,,,
21,8503 N 27th Ave,Phoenix,AZ,85051-4063,743,mixed,16392,4.4,,,,,,,,,
27,8503 N 27th Ave,Phoenix,AZ,85051-4063,576,corridor,16393,3.7,,,,,,,,,
25,8503 N 27th Ave,Phoenix,AZ,85051-4063,1184,mixed,16394,3.7,,,,,,,,,
6,8503 N 27th Ave,Phoenix,AZ,85051-4063,1419,terraced,16395,3.5,,,,,,,,,
28,8503 N 27th Ave,Phoenix,AZ,85051-4063,644,mixed,16396,3.6,,,,,,,,,
5,8503 N 27th Ave,Phoenix,AZ,85051-4063,355,corridor,16397,3.6,,,,,,,,,
7,8503 N 27th Ave,Phoenix,AZ,85051-4063,914,mixed,16398,3.7,,,,,,,,,
32,8503 N 27th Ave,Phoenix,AZ,85051-4063,644,mixed,16399,3.6,,,,,,,,,
5,8503 N 27th Ave,Phoenix,AZ,85051-4063,576,corridor,16400,3.5,,,,,,,,,
35,8503 N 27th Ave,Phoenix,AZ,85051-4063,644,mixed,16401,3.8,,,,,,,,,
21,8503 N 27th Ave,Phoenix,AZ,85051-4063,644,mixed,16402,3.8,,,,,,,,,
11,8503 N 27th Ave,Phoenix,AZ,85051-4063,743,mixed,16403,3.7,,,,,,,,,
28,"399 S. Malpais Ln., 2nd Fl.",Flagstaff,AZ,86001,914,mixed,16404,3.5,,,,,,,,,
9,"399 S. Malpais Ln., 2nd Fl.",Flagstaff,AZ,86001,1387,terraced,16405,3.7,,,,,,,,,
20,5631 E Speedway Blvd,Tucson,AZ,85712,1387,terraced,16406,3.6,,,,,,,,,
32,6829 N 46th Ave,Glendale,AZ,85301-3579,914,terraced,16407,3.6,,,,,,,,,
20,6049 N 43rd Ave,Phoenix,AZ,85019-1600,1519,terraced,16408,3.6,,,,,,,,,
27,P.O. Box 2203,Tempe,AZ,85287,914,terraced,16409,3.8,,,,,,,,,
10,P.O. Box 2203,Tempe,AZ,85287,1387,terraced,16410,3.7,,,,,,,,,
30,P.O. Box 2203,Tempe,AZ,85287,430,mixed,16411,3.6,,,,,,,,,
13,P.O. Box 2203,Tempe,AZ,85287,430,mixed,16412,0,,,,,,,,,
34,P.O. Box 2203,Tempe,AZ,85287,587,corridor,16413,4.1,,,,,,,,,
4,P.O. Box 2203,Tempe,AZ,85287,910,corridor,16414,3.3,,,,,,,,,
5,P.O. Box 2203,Tempe,AZ,85287,1149,terraced,16415,4,,,,,,,,,
28,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16416,4.5,,,,,,,,,
11,P.O. Box 2203,Tempe,AZ,85287,1761,mixed,16417,4.7,,,,,,,,,
16,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16418,4.7,,,,,,,,,
27,P.O. Box 2203,Tempe,AZ,85287,576,corridor,16419,4.5,,,,,,,,,
19,P.O. Box 2203,Tempe,AZ,85287,1366,terraced,16420,4.5,,,,,,,,,
29,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16421,4.2,,,,,,,,,
10,P.O. Box 2203,Tempe,AZ,85287,1366,terraced,16422,4.2,,,,,,,,,
25,P.O. Box 2203,Tempe,AZ,85287,1366,terraced,16423,4.6,,,,,,,,,
1,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16424,4.2,,,,,,,,,
11,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16425,4.4,,,,,,,,,
29,P.O. Box 2203,Tempe,AZ,85287,1103,terraced,16426,4.3,,,,,,,,,
37,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16427,4.3,,,,,,,,,
32,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16428,4.9,,,,,,,,,
26,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16429,4.9,,,,,,,,,
24,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16430,4.6,,,,,,,,,
26,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16431,3.9,,,,,,,,,
20,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16432,4.4,,,,,,,,,
37,P.O. Box 2203,Tempe,AZ,85287,1103,terraced,16433,4,,,,,,,,,
15,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16434,4.2,,,,,,,,,
36,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16435,4.2,,,,,,,,,
9,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16436,3.3,,,,,,,,,
29,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16437,4.7,,,,,,,,,
27,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16438,4.6,,,,,,,,,
4,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16439,4.5,,,,,,,,,
4,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16440,4.5,,,,,,,,,
12,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16441,3.7,,,,,,,,,
13,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16442,3.8,,,,,,,,,
3,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16443,4.1,,,,,,,,,
8,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16444,4.4,,,,,,,,,
12,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16445,4.2,,,,,,,,,
1,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16446,4.1,,,,,,,,,
31,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16447,4.1,,,,,,,,,
20,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16448,4.3,,,,,,,,,
23,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16449,4.3,,,,,,,,,
27,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16450,4,,,,,,,,,
21,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16451,4.3,,,,,,,,,
36,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16452,4.4,,,,,,,,,
38,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16453,4.1,,,,,,,,,
24,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16454,3.8,,,,,,,,,
39,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16455,3.9,,,,,,,,,
29,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16456,3.4,,,,,,,,,
38,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16457,4,,,,,,,,,
39,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16458,3.8,,,,,,,,,
20,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16459,3.1,,,,,,,,,
29,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16460,3.8,,,,,,,,,
32,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16461,3.9,,,,,,,,,
6,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16462,4.2,,,,,,,,,
32,P.O. Box 2203,Tempe,AZ,85287,355,corridor,16463,4.1,,,,,,,,,
28,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16464,3.2,,,,,,,,,
7,P.O. Box 2203,Tempe,AZ,85287,1131,terraced,16465,3.2,,,,,,,,,
20,P.O. Box 2203,Tempe,AZ,85287,868,terraced,16466,3.7,,,,,,,,,
38,P.O. Box 2203,Tempe,AZ,85287,1131,terraced,16467,3,,,,,,,,,
19,P.O. Box 2203,Tempe,AZ,85287,903,terraced,16468,3.8,,,,,,,,,
23,P.O. Box 2203,Tempe,AZ,85287,1928,terraced,16469,3.9,,,,,,,,,
28,P.O. Box 2203,Tempe,AZ,85287,910,terraced,16470,3.1,,,,,,,,,
25,P.O. Box 2203,Tempe,AZ,85287,508,corridor,16471,3.2,,,,,,,,,
30,P.O. Box 2203,Tempe,AZ,85287,910,corridor,16472,3.2,,,,,,,,,
15,P.O. Box 2203,Tempe,AZ,85287,1412,terraced,16473,3.8,,,,,,,,,
5,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16474,3.9,,,,,,,,,
29,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16475,3.2,,,,,,,,,
15,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16476,3.7,,,,,,,,,
1,P.O. Box 2203,Tempe,AZ,85287,355,corridor,16477,3.6,,,,,,,,,
26,P.O. Box 2203,Tempe,AZ,85287,743,mixed,16478,3.8,,,,,,,,,
35,P.O. Box 2203,Tempe,AZ,85287,743,mixed,16479,3.6,,,,,,,,,
33,P.O. Box 2203,Tempe,AZ,85287,355,corridor,16480,3.7,,,,,,,,,
38,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16481,3.6,,,,,,,,,
4,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16482,3.8,,,,,,,,,
2,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16483,3.8,,,,,,,,,
38,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16484,3.7,,,,,,,,,
31,P.O. Box 2203,Tempe,AZ,85287,1366,terraced,16485,3.9,,,,,,,,,
25,P.O. Box 2203,Tempe,AZ,85287,868,terraced,16486,3.7,,,,,,,,,
17,P.O. Box 2203,Tempe,AZ,85287,914,terraced,16487,3.8,,,,,,,,,
21,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16488,3.7,,,,,,,,,
26,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16489,3.7,,,,,,,,,
2,P.O. Box 2203,Tempe,AZ,85287,558,mixed,16490,3.8,,,,,,,,,
15,P.O. Box 2203,Tempe,AZ,85287,636,terraced,16491,3.9,,,,,,,,,
29,P.O. Box 2203,Tempe,AZ,85287,910,terraced,16492,4,,,,,,,,,
34,P.O. Box 2203,Tempe,AZ,85287,587,corridor,16493,4,,,,,,,,,
10,P.O. Box 2203,Tempe,AZ,85287,1743,terraced,16494,4,,,,,,,,,
30,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16495,3.5,,,,,,,,,
4,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16496,4.6,,,,,,,,,
34,P.O. Box 2203,Tempe,AZ,85287,355,corridor,16497,4.6,,,,,,,,,
13,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16498,4.1,,,,,,,,,
36,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16499,4.1,,,,,,,,,
21,P.O. Box 2203,Tempe,AZ,85287,640,corridor,16500,4.1,,,,,,,,,
21,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16501,4.7,,,,,,,,,
36,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16502,3.9,,,,,,,,,
6,P.O. Box 2203,Tempe,AZ,85287,1643,terraced,16503,3.9,,,,,,,,,
33,P.O. Box 2203,Tempe,AZ,85287,1643,terraced,16504,4.4,,,,,,,,,
25,P.O. Box 2203,Tempe,AZ,85287,1928,terraced,16505,4.4,,,,,,,,,
34,P.O. Box 2203,Tempe,AZ,85287,1131,terraced,16506,4.2,,,,,,,,,
14,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16507,4.9,,,,,,,,,
39,P.O. Box 2203,Tempe,AZ,85287,1419,terraced,16508,4.5,,,,,,,,,
7,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16509,4.9,,,,,,,,,
34,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16510,4.5,,,,,,,,,
9,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16511,4.7,,,,,,,,,
30,P.O. Box 2203,Tempe,AZ,85287,1184,mixed,16512,4.8,,,,,,,,,
12,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16513,4.5,,,,,,,,,
35,P.O. Box 2203,Tempe,AZ,85287,1394,terraced,16514,4,,,,,,,,,
18,P.O. Box 2203,Tempe,AZ,85287,644,mixed,16515,4.4,,,,,,,,,
8,P.O. Box 2203,Tempe,AZ,85287,1103,terraced,16516,4.4,,,,,,,,,
13,P.O. Box 2203,Tempe,AZ,85287,2337,mixed,16517,4.1,,,,,,,,,
27,P.O. Box 2203,Tempe,AZ,85287,355,corridor,16518,3.4,,,,,,,,,
14,P.O. Box 2203,Tempe,AZ,85287,914,mixed,16519,3.1,,,,,,,,,
10,P.O. Box 2203,Tempe,AZ,85287,868,terraced,16520,3.9,,,,,,,,,
16,P.O. Box 2203,Tempe,AZ,85287,1928,terraced,16521,3.7,,,,,,,,,
21,P.O. Box 2203,Tempe,AZ,85287,1928,terraced,16522,3.8,,,,,,,,,
6,P.O. Box 929,Yuma,AZ,85366,910,terraced,16523,3.7,,,,,,,,,
32,P.O. Box 929,Yuma,AZ,85366,914,mixed,16524,3.8,,,,,,,,,
25,P.O. Box 929,Yuma,AZ,85366,914,mixed,16525,3.7,,,,,,,,,
35,P.O. Box 929,Yuma,AZ,85366,1761,mixed,16526,3.7,,,,,,,,,
39,P.O. Box 929,Yuma,AZ,85366,914,mixed,16527,3.7,,,,,,,,,
17,P.O. Box 929,Yuma,AZ,85366,914,mixed,16528,3.9,,,,,,,,,
22,P.O. Box 929,Yuma,AZ,85366,914,mixed,16529,3.8,,,,,,,,,
31,1401 E University,Tucson,AZ,85721-0066,914,mixed,16530,3.5,,,,,,,,,
9,1401 E University,Tucson,AZ,85721-0066,644,mixed,16531,3.9,,,,,,,,,
18,1401 E University,Tucson,AZ,85721-0066,355,corridor,16532,3.7,,,,,,,,,
25,1401 E University,Tucson,AZ,85721-0066,576,corridor,16533,3.5,,,,,,,,,
28,1401 E University,Tucson,AZ,85721-0066,914,mixed,16534,3.8,,,,,,,,,
12,1401 E University,Tucson,AZ,85721-0066,1419,terraced,16535,3.8,,,,,,,,,
38,1401 E University,Tucson,AZ,85721-0066,1394,terraced,16536,3.8,,,,,,,,,
3,1401 E University,Tucson,AZ,85721-0066,1394,terraced,16537,4.1,,,,,,,,,
28,1401 E University,Tucson,AZ,85721-0066,1394,terraced,16538,4.3,,,,,,,,,
14,1401 E University,Tucson,AZ,85721-0066,743,mixed,16539,3.6,,,,,,,,,
18,1401 E University,Tucson,AZ,85721-0066,743,mixed,16540,4.3,,,,,,,,,
10,1401 E University,Tucson,AZ,85721-0066,1394,terraced,16541,3.2,,,,,,,,,
25,1401 E University,Tucson,AZ,85721-0066,1394,terraced,16542,3.7,,,,,,,,,
15,1401 E University,Tucson,AZ,85721-0066,355,corridor,16543,3.9,,,,,,,,,
8,1401 E University,Tucson,AZ,85721-0066,1928,terraced,16544,3.8,,,,,,,,,
38,1401 E University,Tucson,AZ,85721-0066,903,terraced,16545,3.7,,,,,,,,,
37,1401 E University,Tucson,AZ,85721-0066,868,terraced,16546,3.6,,,,,,,,,
34,1401 E University,Tucson,AZ,85721-0066,903,corridor,16547,3.6,,,,,,,,,
9,1401 E University,Tucson,AZ,85721-0066,1131,terraced,16548,3.6,,,,,,,,,
38,1401 E University,Tucson,AZ,85721-0066,914,terraced,16549,3.8,,,,,,,,,
18,1401 E University,Tucson,AZ,85721-0066,914,mixed,16550,3.7,,,,,,,,,
27,1401 E University,Tucson,AZ,85721-0066,430,mixed,16551,3.6,,,,,,,,,
27,1401 E University,Tucson,AZ,85721-0066,644,mixed,16552,3.6,,,,,,,,,
28,1401 E University,Tucson,AZ,85721-0066,558,mixed,16553,3.6,,,,,,,,,
11,1401 E University,Tucson,AZ,85721-0066,644,mixed,16554,3.6,,,,,,,,,
8,1401 E University,Tucson,AZ,85721-0066,910,terraced,16555,3.6,,,,,,,,,
24,1401 E University,Tucson,AZ,85721-0066,910,terraced,16556,3.7,,,,,,,,,
13,1401 E University,Tucson,AZ,85721-0066,910,terraced,16557,3.6,,,,,,,,,
37,1401 E University,Tucson,AZ,85721-0066,914,terraced,16558,3.7,,,,,,,,,
34,1401 E University,Tucson,AZ,85721-0066,914,terraced,16559,3.5,,,,,,,,,
36,1401 E University,Tucson,AZ,85721-0066,910,terraced,16560,3.9,,,,,,,,,
26,1401 E University,Tucson,AZ,85721-0066,910,terraced,16561,3.9,,,,,,,,,
30,1401 E University,Tucson,AZ,85721-0066,811,terraced,16562,3.2,,,,,,,,,
7,1401 E University,Tucson,AZ,85721-0066,587,corridor,16563,3.3,,,,,,,,,
32,1401 E University,Tucson,AZ,85721-0066,1437,terraced,16564,4.6,,,,,,,,,
27,1401 E University,Tucson,AZ,85721-0066,818,terraced,16565,4.6,,,,,,,,,
20,1401 E University,Tucson,AZ,85721-0066,1394,terraced,16566,4.4,,,,,,,,,
12,2525 North Country Club Road,Tucson,AZ,85716,355,corridor,16567,4.3,,,,,,,,,
27,2525 North Country Club Road,Tucson,AZ,85716,644,mixed,16568,4.2,,,,,,,,,
3,2525 North Country Club Road,Tucson,AZ,85716,644,corridor,16569,4.6,,,,,,,,,
35,2525 North Country Club Road,Tucson,AZ,85716,914,mixed,16570,4.1,,,,,,,,,
9,"15147 North Scottsdale Road, Building H, Suite 300",Scottsdale,AZ,85254,743,mixed,16571,4.4,,,,,,,,,
22,"15147 North Scottsdale Road, Building H, Suite 300",Scottsdale,AZ,85254,743,mixed,16572,4,,,,,,,,,
12,8470 N Overfield Rd,Coolidge,AZ,85228-9778,1366,terraced,16573,3.6,,,,,,,,,
25,8470 N Overfield Rd,Coolidge,AZ,85228-9778,1394,terraced,16574,4.5,,,,,,,,,
38,8470 N Overfield Rd,Coolidge,AZ,85228-9778,914,mixed,16575,4,,,,,,,,,
