ApartmentId,RoomType,ShareBath,FloorType,
7850,Guest Bedroom,1,Carpet,
9540,Other,1,HardWood,
1676,Guest Bedroom,0,Carpet,
5655,Other,1,Laminate,
2925,Other,1,Other,
1887,Other,0,HardWood,
10699,Master Bedroom,1,Carpet,
8924,Other,0,Laminate,
4330,Guest Bedroom,0,Carpet,
9060,Guest Bedroom,0,Carpet,
1681,Guest Bedroom,0,Carpet,
1992,Master Bedroom,1,Laminate,
9424,Guest Bedroom,1,Carpet,
4876,Other,1,Other,
390,Other,0,Other,
9319,Master Bedroom,0,Other,
6285,Guest Bedroom,0,Laminate,
1550,Master Bedroom,1,Carpet,
5844,Master Bedroom,0,Other,
7848,Other,1,Other,
8750,Guest Bedroom,1,HardWood,
1151,Other,1,Laminate,
5564,Master Bedroom,1,Carpet,
2819,Master Bedroom,0,HardWood,
3398,Other,1,HardWood,
3417,Other,1,HardWood,
9595,Master Bedroom,0,Laminate,
4193,Other,0,Carpet,
8410,Guest Bedroom,1,Laminate,
1994,Master Bedroom,1,Laminate,
1923,Other,1,HardWood,
1531,Master Bedroom,0,Other,
10537,Guest Bedroom,1,Laminate,
4887,Master Bedroom,0,Laminate,
9463,Other,1,Carpet,
5289,Guest Bedroom,1,Laminate,
1708,Master Bedroom,0,Laminate,
6445,Guest Bedroom,1,Laminate,
3001,Guest Bedroom,1,Other,
9773,Other,1,Other,
5379,Master Bedroom,0,Carpet,
8422,Other,1,Carpet,
770,Other,0,Carpet,
672,Other,0,HardWood,
6950,Master Bedroom,1,HardWood,
3571,Master Bedroom,1,Other,
10444,Other,0,Carpet,
11178,Master Bedroom,0,HardWood,
9358,Other,0,Carpet,
2807,Master Bedroom,1,Carpet,
5499,Master Bedroom,1,Other,
7839,Master Bedroom,1,Laminate,
11158,Guest Bedroom,0,HardWood,
10695,Other,0,Other,
10163,Other,0,HardWood,
788,Guest Bedroom,1,Laminate,
2214,Master Bedroom,0,Laminate,
7874,Guest Bedroom,1,Laminate,
9728,Guest Bedroom,0,Other,
5591,Guest Bedroom,0,Laminate,
5809,Master Bedroom,0,Laminate,
7353,Other,0,HardWood,
8169,Other,1,HardWood,
6838,Master Bedroom,0,Laminate,
2934,Other,1,HardWood,
8161,Guest Bedroom,0,Other,
11364,Guest Bedroom,0,HardWood,
2295,Master Bedroom,1,Carpet,
3887,Master Bedroom,1,Other,
1415,Other,1,HardWood,
4352,Other,0,Laminate,
968,Other,0,Carpet,
4094,Master Bedroom,1,HardWood,
2401,Other,1,Laminate,
7792,Other,0,Laminate,
8336,Other,0,Other,
7494,Guest Bedroom,1,Laminate,
10150,Master Bedroom,1,Carpet,
10253,Master Bedroom,0,Other,
2152,Master Bedroom,1,Laminate,
4533,Other,0,HardWood,
473,Guest Bedroom,1,Laminate,
4001,Master Bedroom,1,Laminate,
11138,Other,1,HardWood,
175,Other,1,Other,
9069,Guest Bedroom,1,HardWood,
8543,Master Bedroom,0,Other,
7363,Master Bedroom,1,Other,
5017,Master Bedroom,0,Laminate,
10692,Master Bedroom,1,Other,
2861,Guest Bedroom,0,HardWood,
9870,Master Bedroom,1,Other,
6663,Guest Bedroom,0,Carpet,
4810,Other,0,Carpet,
9247,Master Bedroom,1,Laminate,
5523,Other,0,Laminate,
3108,Master Bedroom,1,HardWood,
5099,Guest Bedroom,0,Laminate,
4336,Master Bedroom,1,Laminate,
10506,Master Bedroom,0,Laminate,
10812,Other,1,HardWood,
11394,Guest Bedroom,0,Carpet,
9498,Other,0,HardWood,
669,Other,0,Carpet,
7954,Master Bedroom,0,Laminate,
2485,Other,0,Laminate,
5730,Master Bedroom,1,Carpet,
1535,Guest Bedroom,1,HardWood,
2905,Guest Bedroom,0,Laminate,
3685,Guest Bedroom,0,HardWood,
2682,Guest Bedroom,1,Laminate,
2017,Master Bedroom,1,Other,
2433,Master Bedroom,0,HardWood,
5672,Other,0,Laminate,
5222,Guest Bedroom,1,HardWood,
6222,Other,0,HardWood,
3234,Guest Bedroom,0,Other,
5919,Master Bedroom,1,Laminate,
6531,Guest Bedroom,1,Laminate,
2359,Master Bedroom,0,Laminate,
7227,Master Bedroom,0,Laminate,
5192,Master Bedroom,1,Other,
5059,Other,1,HardWood,
7826,Guest Bedroom,0,Laminate,
7523,Master Bedroom,1,HardWood,
8861,Master Bedroom,0,HardWood,
2419,Other,0,Laminate,
9057,Other,1,HardWood,
2152,Guest Bedroom,1,HardWood,
2835,Master Bedroom,0,HardWood,
4368,Other,0,Other,
8088,Master Bedroom,0,Laminate,
7249,Master Bedroom,1,Laminate,
10691,Other,1,Other,
3416,Other,1,Other,
3669,Other,0,Other,
5747,Other,0,Carpet,
7408,Guest Bedroom,1,HardWood,
8455,Master Bedroom,0,Carpet,
8126,Guest Bedroom,1,Laminate,
11118,Master Bedroom,1,Laminate,
5716,Other,1,HardWood,
959,Guest Bedroom,1,Other,
9986,Guest Bedroom,1,HardWood,
6899,Guest Bedroom,1,Other,
4933,Guest Bedroom,1,Carpet,
7,Other,0,HardWood,
4474,Other,1,Other,
4180,Guest Bedroom,1,Laminate,
9076,Guest Bedroom,0,Laminate,
1804,Master Bedroom,1,Carpet,
6822,Guest Bedroom,0,Laminate,
7768,Master Bedroom,1,HardWood,
7872,Other,1,Laminate,
7236,Guest Bedroom,0,Carpet,
1293,Other,1,Other,
11005,Guest Bedroom,0,HardWood,
1015,Other,1,Other,
6622,Other,0,Carpet,
7588,Other,1,Laminate,
3035,Other,1,HardWood,
2655,Guest Bedroom,0,Laminate,
4545,Master Bedroom,0,Other,
1494,Other,1,Carpet,
8412,Master Bedroom,0,Other,
2210,Guest Bedroom,1,Other,
4553,Master Bedroom,1,HardWood,
3254,Other,0,Carpet,
704,Master Bedroom,1,Laminate,
4402,Other,0,HardWood,
1969,Other,1,Other,
2962,Other,1,Other,
11553,Other,0,Other,
10224,Master Bedroom,0,Carpet,
7824,Other,0,Laminate,
626,Other,1,Carpet,
3902,Guest Bedroom,1,HardWood,
1459,Other,1,Laminate,
8362,Master Bedroom,1,HardWood,
289,Other,1,Laminate,
7579,Other,0,Carpet,
599,Guest Bedroom,1,Other,
9863,Guest Bedroom,1,Carpet,
6632,Master Bedroom,0,HardWood,
4162,Other,1,HardWood,
6349,Master Bedroom,0,Other,
11039,Master Bedroom,0,Other,
2412,Other,0,Laminate,
6486,Other,1,HardWood,
5036,Guest Bedroom,1,HardWood,
10534,Guest Bedroom,0,Carpet,
431,Master Bedroom,1,HardWood,
4667,Guest Bedroom,0,Other,
7080,Other,1,Laminate,
9147,Other,0,HardWood,
4598,Master Bedroom,1,Carpet,
2133,Guest Bedroom,0,Laminate,
11131,Master Bedroom,0,Laminate,
5373,Other,1,Laminate,
5208,Master Bedroom,1,HardWood,
10798,Master Bedroom,0,Other,
3752,Master Bedroom,0,Other,
7387,Master Bedroom,1,Carpet,
2718,Master Bedroom,0,Laminate,
11051,Other,0,Other,
3360,Guest Bedroom,1,Other,
1640,Guest Bedroom,1,Carpet,
8931,Master Bedroom,0,Other,
9605,Other,0,Carpet,
5593,Master Bedroom,0,Other,
2577,Master Bedroom,0,Carpet,
3202,Master Bedroom,0,Other,
4025,Other,1,Carpet,
3378,Other,0,HardWood,
11154,Master Bedroom,0,Carpet,
1057,Master Bedroom,1,Laminate,
9649,Master Bedroom,1,Carpet,
5532,Master Bedroom,0,Other,
5398,Master Bedroom,1,HardWood,
11361,Other,0,HardWood,
5000,Guest Bedroom,0,HardWood,
1410,Master Bedroom,0,Other,
8659,Guest Bedroom,1,Other,
7718,Master Bedroom,0,HardWood,
2869,Master Bedroom,1,Carpet,
3623,Guest Bedroom,0,HardWood,
4466,Other,0,HardWood,
1630,Master Bedroom,0,HardWood,
7368,Master Bedroom,0,Other,
10881,Guest Bedroom,0,HardWood,
7379,Guest Bedroom,1,HardWood,
10945,Guest Bedroom,1,Laminate,
7744,Master Bedroom,0,HardWood,
9103,Guest Bedroom,1,Carpet,
2740,Master Bedroom,1,Carpet,
8008,Guest Bedroom,1,Other,
5736,Guest Bedroom,0,Carpet,
8834,Guest Bedroom,1,HardWood,
5751,Guest Bedroom,1,Other,
834,Other,1,Carpet,
5091,Other,0,Other,
10829,Guest Bedroom,1,Other,
9819,Guest Bedroom,1,HardWood,
648,Other,0,HardWood,
3751,Guest Bedroom,0,Laminate,
4001,Guest Bedroom,1,Carpet,
2167,Other,1,Other,
8975,Other,0,Laminate,
1786,Master Bedroom,0,Laminate,
9939,Master Bedroom,0,Laminate,
3816,Master Bedroom,0,HardWood,
4656,Master Bedroom,1,HardWood,
283,Guest Bedroom,1,Other,
5786,Guest Bedroom,0,HardWood,
7457,Master Bedroom,0,Laminate,
10359,Other,1,Other,
8704,Master Bedroom,0,Laminate,
547,Guest Bedroom,1,Laminate,
3212,Master Bedroom,1,HardWood,
4017,Other,1,Carpet,
9887,Other,1,Other,
2313,Guest Bedroom,0,Laminate,
8558,Other,1,Carpet,
6811,Other,1,Laminate,
5543,Other,1,Carpet,
2833,Master Bedroom,0,Laminate,
2130,Guest Bedroom,1,HardWood,
11265,Guest Bedroom,0,Carpet,
5527,Guest Bedroom,0,HardWood,
8988,Master Bedroom,0,Carpet,
4942,Other,0,HardWood,
10064,Other,1,Laminate,
9120,Other,0,HardWood,
6399,Guest Bedroom,1,Laminate,
4013,Master Bedroom,1,HardWood,
10413,Other,0,HardWood,
2299,Master Bedroom,1,Carpet,
2380,Guest Bedroom,1,Carpet,
7860,Guest Bedroom,1,Laminate,
10366,Master Bedroom,1,Laminate,
9697,Master Bedroom,1,Laminate,
3476,Guest Bedroom,1,HardWood,
6496,Other,0,Carpet,
11220,Master Bedroom,1,Other,
7452,Master Bedroom,1,Carpet,
1287,Guest Bedroom,1,Laminate,
3512,Guest Bedroom,1,Laminate,
5094,Other,1,Laminate,
10654,Other,1,Carpet,
4582,Other,1,HardWood,
11050,Master Bedroom,1,Other,
5779,Master Bedroom,0,Laminate,
9113,Other,1,Carpet,
2031,Master Bedroom,1,Carpet,
10685,Guest Bedroom,0,Carpet,
4414,Other,0,HardWood,
1552,Master Bedroom,1,Laminate,
8128,Guest Bedroom,0,Carpet,
716,Guest Bedroom,0,HardWood,
7517,Master Bedroom,1,Other,
5430,Other,0,Laminate,
1475,Master Bedroom,1,Other,
4519,Other,0,Other,
7769,Guest Bedroom,0,Carpet,
4045,Master Bedroom,1,Carpet,
6462,Guest Bedroom,0,Laminate,
3977,Other,0,HardWood,
11334,Other,0,Carpet,
3541,Master Bedroom,0,Other,
8086,Other,0,Laminate,
8385,Master Bedroom,1,Carpet,
2266,Master Bedroom,1,HardWood,
963,Guest Bedroom,0,Carpet,
6020,Master Bedroom,0,Carpet,
684,Guest Bedroom,1,Other,
4462,Other,0,Laminate,
9879,Other,1,Carpet,
6751,Guest Bedroom,0,Laminate,
3901,Guest Bedroom,0,Other,
3705,Other,1,Other,
2262,Other,1,Other,
5280,Other,0,Laminate,
9148,Guest Bedroom,1,Laminate,
6946,Guest Bedroom,0,Carpet,
912,Guest Bedroom,1,HardWood,
7923,Other,0,Other,
1292,Guest Bedroom,1,Carpet,
10694,Master Bedroom,0,Laminate,
127,Master Bedroom,1,Carpet,
1404,Other,1,Carpet,
4279,Guest Bedroom,1,Carpet,
11247,Guest Bedroom,0,Laminate,
9720,Guest Bedroom,0,Other,
7427,Other,0,Other,
4102,Other,1,HardWood,
1969,Other,0,Other,
4021,Master Bedroom,0,HardWood,
8091,Other,1,Laminate,
9574,Other,0,Carpet,
8155,Master Bedroom,1,Other,
1843,Guest Bedroom,0,Other,
10302,Guest Bedroom,1,Carpet,
7699,Master Bedroom,1,HardWood,
7659,Guest Bedroom,1,Laminate,
10377,Other,0,HardWood,
7490,Other,0,Other,
11,Guest Bedroom,0,HardWood,
2995,Master Bedroom,0,HardWood,
4095,Guest Bedroom,0,HardWood,
7676,Other,0,Laminate,
8851,Guest Bedroom,0,HardWood,
3918,Other,0,Other,
2628,Other,0,Carpet,
4542,Master Bedroom,1,Carpet,
6540,Master Bedroom,1,Laminate,
1293,Other,0,Other,
7288,Guest Bedroom,0,Carpet,
11487,Guest Bedroom,0,Other,
1485,Other,0,HardWood,
9751,Other,0,Carpet,
10881,Other,1,HardWood,
83,Master Bedroom,1,Other,
1038,Master Bedroom,0,Laminate,
9461,Master Bedroom,0,Other,
1084,Other,1,Carpet,
11520,Guest Bedroom,0,HardWood,
8360,Master Bedroom,1,Laminate,
11336,Master Bedroom,1,HardWood,
3170,Master Bedroom,0,Laminate,
5137,Other,0,Carpet,
1013,Guest Bedroom,1,Other,
8425,Guest Bedroom,1,Other,
11543,Other,1,HardWood,
9554,Other,0,Laminate,
3365,Guest Bedroom,0,Other,
9437,Master Bedroom,0,Laminate,
3487,Guest Bedroom,0,Laminate,
4316,Other,1,Other,
9722,Master Bedroom,0,Carpet,
2302,Other,1,Laminate,
5557,Guest Bedroom,1,Laminate,
11243,Guest Bedroom,1,Laminate,
980,Master Bedroom,0,Other,
1585,Master Bedroom,1,Other,
6896,Guest Bedroom,0,HardWood,
10151,Guest Bedroom,1,HardWood,
9555,Other,0,Carpet,
3789,Guest Bedroom,0,HardWood,
10977,Guest Bedroom,1,Carpet,
2578,Master Bedroom,1,Laminate,
3444,Guest Bedroom,1,HardWood,
772,Master Bedroom,0,Other,
2235,Guest Bedroom,1,Other,
9855,Guest Bedroom,1,HardWood,
1008,Master Bedroom,1,HardWood,
9130,Guest Bedroom,1,Other,
6208,Guest Bedroom,1,Laminate,
9133,Master Bedroom,0,Laminate,
10935,Guest Bedroom,0,Carpet,
10908,Other,1,Laminate,
10013,Master Bedroom,0,Carpet,
1218,Master Bedroom,1,HardWood,
547,Guest Bedroom,1,Carpet,
8102,Guest Bedroom,1,Carpet,
1371,Master Bedroom,1,Laminate,
3282,Other,0,Carpet,
3859,Master Bedroom,0,Other,
4465,Guest Bedroom,0,Carpet,
6056,Master Bedroom,1,HardWood,
8692,Guest Bedroom,1,Laminate,
3480,Other,0,HardWood,
10284,Other,0,HardWood,
9054,Guest Bedroom,0,Other,
10610,Guest Bedroom,0,Laminate,
956,Guest Bedroom,1,Laminate,
10178,Other,0,Other,
9056,Guest Bedroom,0,Carpet,
1413,Master Bedroom,0,HardWood,
3498,Guest Bedroom,1,Laminate,
1256,Other,1,Carpet,
6361,Master Bedroom,0,Other,
7845,Master Bedroom,0,HardWood,
8200,Guest Bedroom,1,HardWood,
5079,Master Bedroom,0,Carpet,
408,Other,1,Other,
9061,Guest Bedroom,0,Other,
4501,Other,0,Other,
10812,Master Bedroom,1,HardWood,
8560,Guest Bedroom,0,Laminate,
8543,Guest Bedroom,1,Other,
10131,Other,0,Laminate,
5471,Other,0,Laminate,
7844,Master Bedroom,1,Other,
2786,Guest Bedroom,0,Carpet,
10095,Other,1,Other,
2167,Guest Bedroom,1,Carpet,
3453,Master Bedroom,1,HardWood,
3044,Guest Bedroom,1,HardWood,
6455,Master Bedroom,0,HardWood,
4937,Master Bedroom,1,Carpet,
6374,Master Bedroom,1,Laminate,
979,Master Bedroom,0,Other,
10271,Guest Bedroom,0,Laminate,
8140,Guest Bedroom,1,Laminate,
699,Master Bedroom,0,Other,
1119,Guest Bedroom,1,Laminate,
2465,Guest Bedroom,1,Laminate,
3127,Guest Bedroom,1,HardWood,
92,Guest Bedroom,0,Carpet,
10126,Master Bedroom,0,Other,
1516,Guest Bedroom,0,Other,
5152,Guest Bedroom,0,Laminate,
2473,Master Bedroom,0,Laminate,
2862,Master Bedroom,1,Laminate,
5467,Master Bedroom,0,Laminate,
4751,Master Bedroom,1,Laminate,
7591,Master Bedroom,0,Carpet,
9036,Guest Bedroom,0,Carpet,
8641,Guest Bedroom,1,Laminate,
6312,Other,0,Laminate,
10009,Guest Bedroom,1,Other,
7754,Guest Bedroom,1,Carpet,
1430,Other,0,Carpet,
9103,Other,0,HardWood,
5310,Guest Bedroom,1,Laminate,
7952,Master Bedroom,1,Carpet,
5163,Guest Bedroom,0,Carpet,
8509,Other,1,HardWood,
7908,Other,1,Carpet,
83,Other,1,Other,
10415,Guest Bedroom,1,Laminate,
2426,Other,1,Carpet,
3517,Guest Bedroom,0,HardWood,
742,Guest Bedroom,1,Carpet,
6156,Other,0,Laminate,
1450,Other,0,Carpet,
4924,Master Bedroom,0,Other,
9913,Master Bedroom,0,Carpet,
10135,Master Bedroom,1,HardWood,
3222,Guest Bedroom,1,HardWood,
2537,Other,0,Other,
9849,Guest Bedroom,1,Carpet,
9798,Guest Bedroom,0,Laminate,
5350,Other,0,HardWood,
11409,Master Bedroom,0,Other,
4085,Master Bedroom,1,Other,
3493,Other,1,Carpet,
2310,Master Bedroom,0,Laminate,
4063,Guest Bedroom,0,HardWood,
1166,Guest Bedroom,1,Laminate,
3613,Other,1,Carpet,
4198,Master Bedroom,1,Laminate,
8147,Guest Bedroom,0,Carpet,
1880,Master Bedroom,1,HardWood,
2405,Master Bedroom,1,HardWood,
7448,Guest Bedroom,0,Other,
9289,Guest Bedroom,1,Laminate,
3715,Master Bedroom,1,Other,
2573,Guest Bedroom,1,HardWood,
7209,Other,0,Carpet,
6444,Guest Bedroom,1,HardWood,
3626,Other,1,Carpet,
9341,Other,0,Carpet,
4666,Guest Bedroom,0,HardWood,
3841,Guest Bedroom,0,Other,
7247,Master Bedroom,0,Carpet,
9892,Other,0,HardWood,
7528,Master Bedroom,0,Laminate,
6502,Master Bedroom,1,Laminate,
10925,Master Bedroom,1,HardWood,
10059,Master Bedroom,0,Laminate,
5947,Other,1,Other,
2419,Other,1,HardWood,
4225,Other,1,Carpet,
8208,Master Bedroom,0,Carpet,
8068,Master Bedroom,0,Carpet,
7687,Guest Bedroom,0,Other,
709,Guest Bedroom,0,Carpet,
4945,Master Bedroom,1,HardWood,
7702,Other,0,HardWood,
1802,Other,1,Carpet,
10055,Other,1,HardWood,
5102,Other,0,Carpet,
2643,Other,1,Carpet,
4288,Guest Bedroom,1,Laminate,
11447,Guest Bedroom,1,Laminate,
2988,Master Bedroom,1,Other,
4888,Other,1,HardWood,
5781,Master Bedroom,0,Other,
7057,Master Bedroom,0,Other,
2452,Other,0,Other,
11535,Master Bedroom,0,Carpet,
2723,Guest Bedroom,1,Carpet,
10499,Guest Bedroom,1,Carpet,
8174,Other,1,Carpet,
3050,Master Bedroom,1,HardWood,
4792,Master Bedroom,0,Carpet,
1369,Other,0,Carpet,
3795,Other,1,Laminate,
7547,Other,1,Carpet,
8331,Guest Bedroom,0,Laminate,
8243,Other,1,Laminate,
11295,Guest Bedroom,1,Laminate,
5136,Other,0,Laminate,
4693,Master Bedroom,0,Laminate,
8246,Guest Bedroom,1,Laminate,
3130,Master Bedroom,0,Laminate,
2504,Guest Bedroom,1,HardWood,
2743,Master Bedroom,0,Carpet,
5765,Guest Bedroom,1,HardWood,
5399,Guest Bedroom,1,HardWood,
8424,Other,0,Laminate,
4219,Other,1,Laminate,
11175,Other,0,Carpet,
9777,Other,1,Laminate,
7170,Guest Bedroom,1,Other,
8796,Master Bedroom,0,Other,
5140,Master Bedroom,0,Laminate,
7819,Master Bedroom,1,Laminate,
10902,Guest Bedroom,1,Other,
7695,Guest Bedroom,0,Other,
2390,Guest Bedroom,0,Other,
3403,Other,0,Carpet,
8973,Other,0,Carpet,
3943,Guest Bedroom,0,HardWood,
3929,Master Bedroom,1,Carpet,
10516,Master Bedroom,0,Carpet,
5568,Other,1,HardWood,
931,Guest Bedroom,0,Laminate,
2357,Master Bedroom,0,HardWood,
4896,Other,1,Laminate,
10915,Master Bedroom,0,Carpet,
11433,Guest Bedroom,0,HardWood,
5759,Other,1,Other,
11141,Other,1,Laminate,
4169,Other,1,Carpet,
8288,Other,1,Carpet,
9369,Guest Bedroom,1,Other,
8377,Master Bedroom,1,Other,
2797,Master Bedroom,1,Other,
11203,Other,0,Laminate,
8611,Other,1,Other,
1195,Other,1,Carpet,
3040,Guest Bedroom,1,HardWood,
5521,Guest Bedroom,1,Carpet,
900,Guest Bedroom,0,Laminate,
4638,Master Bedroom,0,HardWood,
900,Master Bedroom,0,Other,
11313,Other,1,Other,
11552,Guest Bedroom,0,Other,
1205,Other,1,Carpet,
8100,Master Bedroom,1,Other,
7145,Other,0,Carpet,
8129,Other,1,Laminate,
11279,Guest Bedroom,1,Carpet,
9902,Master Bedroom,1,Other,
5686,Guest Bedroom,1,Laminate,
4844,Guest Bedroom,1,Carpet,
9007,Other,0,Other,
7761,Master Bedroom,1,HardWood,
2252,Guest Bedroom,1,Carpet,
2437,Master Bedroom,1,Carpet,
618,Guest Bedroom,1,HardWood,
8914,Guest Bedroom,1,Laminate,
8640,Other,0,Laminate,
4534,Guest Bedroom,0,Laminate,
2766,Other,0,Laminate,
5583,Master Bedroom,1,Laminate,
5079,Guest Bedroom,1,Other,
2411,Other,0,Carpet,
10312,Other,0,HardWood,
10467,Other,1,HardWood,
4396,Guest Bedroom,1,Carpet,
4657,Master Bedroom,0,HardWood,
9856,Guest Bedroom,1,Laminate,
5372,Master Bedroom,0,Laminate,
6720,Master Bedroom,1,Carpet,
8670,Guest Bedroom,1,Laminate,
8092,Master Bedroom,1,Laminate,
10548,Guest Bedroom,0,Carpet,
8903,Other,0,HardWood,
9959,Master Bedroom,1,Other,
5072,Other,1,HardWood,
10775,Guest Bedroom,0,Carpet,
10771,Master Bedroom,0,HardWood,
2457,Other,0,HardWood,
1509,Guest Bedroom,0,HardWood,
2859,Master Bedroom,1,Carpet,
7625,Master Bedroom,0,HardWood,
8660,Master Bedroom,1,Carpet,
5064,Other,0,Laminate,
2324,Guest Bedroom,0,Carpet,
3462,Master Bedroom,0,Other,
9848,Other,0,Carpet,
5499,Guest Bedroom,1,HardWood,
5889,Master Bedroom,0,Laminate,
3993,Other,0,Other,
324,Other,0,Carpet,
5560,Other,0,Laminate,
7534,Master Bedroom,1,Other,
4137,Master Bedroom,0,Laminate,
9776,Guest Bedroom,0,Other,
780,Master Bedroom,0,Other,
4373,Master Bedroom,0,Carpet,
6254,Guest Bedroom,0,HardWood,
5941,Master Bedroom,0,HardWood,
2126,Guest Bedroom,0,Carpet,
8852,Other,1,Other,
4588,Guest Bedroom,0,Other,
5782,Other,1,HardWood,
7482,Other,1,Other,
9221,Other,0,Laminate,
8,Guest Bedroom,1,HardWood,
7075,Other,1,Other,
11432,Other,0,HardWood,
4357,Master Bedroom,0,Carpet,
1808,Master Bedroom,0,HardWood,
1986,Guest Bedroom,0,Laminate,
10791,Master Bedroom,0,Carpet,
10138,Other,1,Carpet,
6032,Other,1,HardWood,
5298,Master Bedroom,1,Laminate,
2151,Other,0,Other,
8617,Master Bedroom,0,Carpet,
8182,Master Bedroom,1,HardWood,
1680,Guest Bedroom,1,HardWood,
10762,Guest Bedroom,0,Carpet,
6366,Master Bedroom,0,Other,
8102,Master Bedroom,0,HardWood,
8812,Guest Bedroom,1,Other,
1460,Master Bedroom,1,Carpet,
2109,Master Bedroom,1,Laminate,
8034,Other,0,HardWood,
11370,Other,0,Carpet,
354,Master Bedroom,1,HardWood,
5837,Other,0,HardWood,
1355,Other,0,Carpet,
4114,Master Bedroom,0,Carpet,
8561,Master Bedroom,0,HardWood,
4367,Master Bedroom,1,Other,
2430,Master Bedroom,1,Other,
3847,Other,1,Laminate,
5392,Guest Bedroom,1,Carpet,
1140,Guest Bedroom,1,Carpet,
6795,Guest Bedroom,1,HardWood,
6999,Other,0,HardWood,
9657,Master Bedroom,1,Other,
7641,Other,1,Carpet,
4653,Other,1,HardWood,
9643,Other,1,Carpet,
6672,Master Bedroom,0,Other,
337,Master Bedroom,1,Laminate,
3455,Master Bedroom,0,Carpet,
2838,Other,1,Laminate,
6192,Master Bedroom,1,Laminate,
3827,Other,0,Carpet,
11415,Guest Bedroom,0,Other,
4651,Other,1,Laminate,
5012,Other,0,HardWood,
5124,Other,1,Carpet,
734,Guest Bedroom,1,Other,
5752,Guest Bedroom,0,Laminate,
8142,Master Bedroom,1,Carpet,
2427,Other,0,Other,
2861,Other,1,HardWood,
6892,Master Bedroom,1,Other,
6278,Master Bedroom,0,Laminate,
9303,Other,0,Carpet,
5767,Guest Bedroom,1,Other,
10489,Master Bedroom,0,Laminate,
6812,Other,0,Laminate,
4550,Master Bedroom,1,Carpet,
9952,Guest Bedroom,0,HardWood,
8157,Guest Bedroom,1,Other,
2873,Guest Bedroom,0,Carpet,
2213,Master Bedroom,1,Laminate,
7294,Guest Bedroom,0,Carpet,
1514,Guest Bedroom,0,Laminate,
3974,Master Bedroom,0,Other,
7087,Other,1,HardWood,
4324,Master Bedroom,1,Carpet,
8577,Master Bedroom,0,Other,
4941,Guest Bedroom,1,HardWood,
5383,Master Bedroom,0,Other,
10424,Other,1,Carpet,
2563,Guest Bedroom,1,HardWood,
7428,Guest Bedroom,0,HardWood,
5573,Other,0,Carpet,
11054,Master Bedroom,0,Laminate,
413,Other,1,Laminate,
109,Guest Bedroom,1,Other,
5982,Guest Bedroom,0,HardWood,
9118,Master Bedroom,0,Laminate,
2296,Other,1,Carpet,
7364,Master Bedroom,1,Other,
3984,Guest Bedroom,0,Carpet,
1685,Master Bedroom,0,Other,
7591,Master Bedroom,1,Laminate,
2589,Guest Bedroom,1,HardWood,
4282,Master Bedroom,1,Carpet,
1496,Other,1,HardWood,
5862,Guest Bedroom,0,Other,
8425,Guest Bedroom,0,Carpet,
1289,Master Bedroom,0,Laminate,
5263,Guest Bedroom,0,HardWood,
5748,Guest Bedroom,0,Laminate,
4080,Guest Bedroom,1,HardWood,
6462,Guest Bedroom,1,Carpet,
6431,Master Bedroom,1,Carpet,
2160,Guest Bedroom,1,HardWood,
10974,Other,1,Other,
10877,Guest Bedroom,0,Carpet,
2841,Guest Bedroom,1,Other,
4948,Other,1,Carpet,
3258,Master Bedroom,0,Carpet,
6199,Guest Bedroom,0,HardWood,
5558,Guest Bedroom,1,HardWood,
9003,Master Bedroom,0,Laminate,
10511,Other,1,Laminate,
1325,Guest Bedroom,1,HardWood,
6895,Other,0,Laminate,
512,Guest Bedroom,1,Laminate,
